type,CFL,degree,nelem_per_wavelength,element_size,dofs,l2_fe,l2_ba
Default,0.9,1,8,5.293671719564866e-05,243049,1.378430834352751,0.10389990119397732
Default,0.9,1,16,2.6495284700161893e-05,968256,1.191918292627193,0.039249161438276996
Default,0.9,1,32,1.3254384152803633e-05,3865156,0.47587942590706633,0.013244225073355652
Default,0.9,1,64,6.628878814013525e-06,15444900,
Default,0.8,2,4,0.00010587343439129731,243049,
Default,0.8,2,8,5.293671719564866e-05,970225,0.26181084407324084,0.030227366687743056
Default,0.8,2,16,2.6495284700161893e-05,3869089,
Default,0.8,2,32,1.3254384152803633e-05,15452761,
Default,0.7,3,2,0.00021174686878259463,136900,
Default,0.7,3,4,0.00010587343439129731,546121,
Default,0.7,3,8,5.293671719564866e-05,2181529,
Default,0.7,3,16,2.6495284700161893e-05,8702500,
Default,0.6,4,2,0.00021174686878259463,243049,
Default,0.6,4,4,0.00010587343439129731,970225,
Default,0.6,4,8,5.293671719564866e-05,3876961,
GLL,0.8,2,4,0.00010587343439129731,243049,0.582580307646401,0.07469554150854911
GLL,0.8,2,8,5.293671719564866e-05,970225,0.21020573091780848,0.027030265898678373
GLL,0.8,2,16,2.6495284700161893e-05,3869089,0.07820543112513938,0.007386353378448606
GLL,0.8,2,32,1.3254384152803633e-05,15452761,
GLL,0.7,3,2,0.00021174686878259463,136900,1.3200852940748666,0.14084722992937848
GLL,0.7,3,4,0.00010587343439129731,546121,0.20813925747470055,0.03296758679134637
GLL,0.7,3,8,5.293671719564866e-05,2181529,0.06857798492805411,0.010107939935836793
GLL,0.7,3,16,2.6495284700161893e-05,8702500,
GLL,0.6,4,2,0.00021174686878259463,243049,
GLL,0.6,4,4,0.00010587343439129731,970225,
GLL,0.6,4,8,5.293671719564866e-05,3876961,
GLL,0.6,4,16,2.6495284700161893e-05,15468489,
